,--aud,--constrained-intra,--intra-refresh,--no-asm,--slow-firstpass,--weightb,--aq-strength,--ipratio,--pbratio,--psy-rd,--qblur,--qcomp,--vbv-init,--aq-mode,--b-adapt,--bframes,--crf,--keyint,--lookahead-threads,--min-keyint,--qp,--qpstep,--qpmin,--qpmax,--rc-lookahead,--ref,--vbv-bufsize,--deblock,--me,--overscan,--preset,--scenecut,--tune
5894,,--constrained-intra,,,,--weightb,0.0,1.6,1.1,1.6,0.4,0.8,0.5,3,2,2,45,200,0,27,50,3,4,60,28,5,2000,-1:-1,umh,show,medium,40,psnr
5895,,,,,--slow-firstpass,--weightb,1.5,1.0,1.2,1.8,0.2,0.6,0.8,0,0,10,35,300,0,29,50,4,3,68,48,3,2000,-1:-1,hex,show,ultrafast,40,ssim
5896,,,,--no-asm,--slow-firstpass,--weightb,0.0,1.3,1.1,2.6,0.2,0.8,0.9,2,2,6,45,300,3,29,30,5,2,68,18,2,2000,-1:-1,dia,show,ultrafast,30,ssim
5897,,,,--no-asm,,--no-weightb,1.5,1.4,1.0,1.2,0.3,0.7,0.2,3,2,4,45,280,4,25,50,4,2,69,18,4,1000,1:1,dia,show,slow,40,animation
5898,--aud,--constrained-intra,,--no-asm,,--no-weightb,0.5,1.5,1.2,2.4,0.4,0.7,0.8,2,2,0,45,270,3,26,20,4,4,65,18,2,1000,-1:-1,hex,crop,medium,0,ssim
5899,--aud,--constrained-intra,,,--slow-firstpass,--no-weightb,0.5,1.4,1.0,0.2,0.6,0.6,0.5,1,0,8,10,210,3,21,10,5,4,62,48,3,1000,-1:-1,dia,crop,slower,30,animation
5900,,,,,--slow-firstpass,--weightb,2.0,1.6,1.0,3.6,0.6,0.7,0.3,2,1,6,5,300,4,29,40,4,4,61,48,2,2000,-1:-1,dia,crop,veryslow,40,ssim
5901,,--constrained-intra,,--no-asm,,--no-weightb,1.5,1.3,1.4,4.4,0.6,0.6,0.5,1,0,10,35,300,4,26,30,5,1,66,38,3,1000,1:1,dia,show,slow,10,psnr
5902,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,1.5,1.6,1.1,4.2,0.2,0.6,0.6,3,0,6,25,270,4,29,0,5,0,64,18,6,1000,-2:-2,dia,show,veryfast,30,psnr
5903,--aud,,,,,--weightb,0.0,1.5,1.3,4.6,0.6,0.6,0.1,2,0,8,30,200,1,23,30,4,2,66,18,6,2000,-1:-1,dia,crop,faster,10,ssim
5904,--aud,--constrained-intra,,,--slow-firstpass,--no-weightb,2.0,1.3,1.3,4.2,0.3,0.6,0.7,2,2,10,15,260,1,20,50,3,3,62,38,1,1000,-1:-1,dia,show,fast,0,psnr
5905,,--constrained-intra,,,,--no-weightb,2.5,1.0,1.3,2.0,0.3,0.7,0.7,3,2,16,40,280,1,21,20,5,0,68,38,5,1000,1:1,dia,show,ultrafast,0,animation
5906,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,1.0,1.0,1.0,4.4,0.2,0.9,0.5,3,0,8,40,270,3,28,50,5,2,67,18,3,2000,-2:-2,dia,show,fast,30,ssim
5907,--aud,,,,--slow-firstpass,--weightb,0.5,1.4,1.0,2.8,0.2,0.8,0.8,1,0,12,40,200,3,30,30,5,0,67,38,4,1000,-1:-1,umh,crop,veryslow,0,ssim
5908,--aud,,,,,--weightb,2.5,1.5,1.4,3.4,0.2,0.7,0.9,2,2,4,5,280,2,30,30,3,1,69,48,1,2000,1:1,hex,show,superfast,0,grain
5909,,,,,--slow-firstpass,--weightb,2.5,1.2,1.2,1.4,0.5,0.6,0.8,3,2,14,0,200,1,27,30,5,1,60,38,4,2000,-1:-1,hex,crop,fast,40,grain
5910,--aud,,,--no-asm,--slow-firstpass,--weightb,0.0,1.6,1.2,5.0,0.2,0.7,0.8,3,0,2,40,200,4,26,20,3,0,65,48,5,1000,1:1,hex,crop,placebo,40,animation
5911,,,,,--slow-firstpass,--no-weightb,0.0,1.4,1.0,3.4,0.3,0.8,0.4,1,2,16,35,240,0,24,30,3,1,62,48,5,2000,-1:-1,dia,crop,medium,30,animation
5912,--aud,,,,,--weightb,2.5,1.2,1.1,5.0,0.6,0.7,0.8,3,2,0,25,290,2,22,0,3,3,64,38,4,1000,1:1,hex,show,ultrafast,0,psnr
5913,,,,--no-asm,,--no-weightb,1.5,1.4,1.2,2.8,0.6,0.8,0.0,0,1,16,15,300,4,29,0,5,2,63,18,5,2000,-1:-1,umh,show,slower,30,ssim
5914,--aud,--constrained-intra,,--no-asm,,--weightb,0.5,1.5,1.2,0.8,0.3,0.6,0.3,3,1,0,10,280,2,30,20,3,2,68,18,3,2000,-1:-1,dia,crop,ultrafast,10,grain
5915,,--constrained-intra,,,,--no-weightb,3.0,1.3,1.3,0.4,0.6,0.9,0.0,1,2,2,50,280,2,24,10,5,4,60,38,1,1000,-2:-2,hex,show,superfast,10,ssim
5916,--aud,--constrained-intra,,--no-asm,,--weightb,1.5,1.0,1.0,3.2,0.2,0.8,0.0,1,1,16,15,300,3,22,20,3,2,69,18,6,1000,-2:-2,dia,crop,ultrafast,40,grain
5917,--aud,--constrained-intra,,--no-asm,,--no-weightb,2.0,1.2,1.4,3.0,0.3,0.6,0.2,3,2,0,25,290,3,21,10,3,0,69,38,2,2000,1:1,umh,show,fast,10,animation
5918,,,,--no-asm,,--weightb,1.5,1.6,1.4,1.4,0.6,0.9,0.1,1,2,10,35,280,0,27,0,4,3,62,38,1,2000,-1:-1,umh,crop,veryfast,30,grain
5919,--aud,--constrained-intra,,,,--no-weightb,3.0,1.6,1.2,5.0,0.5,0.6,0.1,0,0,2,20,290,1,24,20,5,0,69,18,4,2000,1:1,umh,crop,faster,30,grain
5920,,,,,,--weightb,0.5,1.5,1.1,4.8,0.4,0.6,0.9,3,1,2,20,220,1,30,30,3,1,62,38,4,1000,1:1,hex,crop,faster,0,ssim
5921,--aud,,,--no-asm,--slow-firstpass,--weightb,1.0,1.4,1.0,3.4,0.3,0.7,0.5,3,0,6,0,240,3,29,10,4,1,65,18,2,1000,1:1,umh,show,faster,0,psnr
5922,,--constrained-intra,,,--slow-firstpass,--no-weightb,0.5,1.5,1.1,4.8,0.4,0.8,0.4,1,1,12,20,280,4,24,0,4,1,61,28,2,1000,-2:-2,dia,show,placebo,30,animation
5923,,--constrained-intra,,,--slow-firstpass,--no-weightb,0.5,1.3,1.0,0.6,0.2,0.7,0.1,1,2,16,30,230,2,22,40,4,2,65,48,4,2000,1:1,dia,crop,placebo,0,animation
5924,--aud,--constrained-intra,,,,--no-weightb,1.0,1.6,1.4,4.0,0.2,0.8,0.0,1,2,4,15,290,2,26,50,3,0,61,48,1,2000,-1:-1,dia,crop,superfast,30,psnr
5925,,,,,,--no-weightb,1.5,1.0,1.2,4.2,0.4,0.7,0.2,1,2,6,25,240,1,28,50,5,0,66,38,5,2000,-1:-1,dia,show,superfast,30,grain
5926,,,,--no-asm,,--no-weightb,0.0,1.0,1.3,1.8,0.5,0.8,0.3,1,1,16,20,220,0,29,50,4,3,66,28,6,2000,-1:-1,hex,show,superfast,30,grain
5927,,--constrained-intra,,,,--weightb,1.0,1.6,1.1,3.8,0.4,0.9,0.5,1,2,16,30,200,4,26,50,5,2,67,18,5,2000,-1:-1,umh,crop,fast,30,psnr
5928,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,0.0,1.6,1.0,2.6,0.3,0.8,0.2,1,1,10,40,200,0,29,30,4,3,65,48,1,2000,-1:-1,dia,crop,slow,30,grain
5929,,--constrained-intra,,,--slow-firstpass,--weightb,2.0,1.5,1.2,2.6,0.3,0.9,0.5,3,1,14,35,270,1,27,50,3,4,67,28,6,2000,-2:-2,dia,crop,medium,40,animation
5930,--aud,--constrained-intra,,,,--weightb,3.0,1.3,1.1,1.8,0.2,0.8,0.7,2,1,6,50,250,1,20,20,5,1,66,38,4,2000,1:1,umh,show,veryslow,30,psnr
5931,--aud,,,--no-asm,,--weightb,0.0,1.4,1.2,2.0,0.2,0.6,0.6,2,2,6,50,210,3,20,10,3,2,63,48,4,2000,-2:-2,dia,crop,medium,0,animation
5932,--aud,,,--no-asm,--slow-firstpass,--weightb,1.0,1.0,1.0,5.0,0.6,0.7,0.3,3,2,16,25,230,1,21,40,5,2,61,18,6,2000,1:1,umh,crop,superfast,0,ssim
5933,,,,,,--weightb,1.5,1.6,1.0,1.2,0.4,0.8,0.6,0,2,4,40,220,0,23,10,3,4,68,28,2,2000,-1:-1,umh,crop,slower,30,animation
5934,--aud,--constrained-intra,,,,--no-weightb,1.0,1.5,1.2,3.4,0.3,0.9,0.2,0,1,8,35,230,0,29,0,4,2,62,18,5,2000,-1:-1,dia,crop,fast,40,psnr
5935,,--constrained-intra,,,--slow-firstpass,--weightb,2.0,1.2,1.2,1.4,0.3,0.7,0.6,1,1,8,40,230,3,20,20,4,1,67,18,2,1000,1:1,dia,show,slower,0,animation
5936,,,--intra-refresh,--no-asm,--slow-firstpass,--weightb,0.0,1.2,1.2,1.6,0.6,0.6,0.2,1,0,14,15,220,4,30,40,4,4,67,38,1,1000,-1:-1,hex,crop,superfast,0,psnr
5937,,--constrained-intra,,--no-asm,--slow-firstpass,--weightb,1.5,1.6,1.4,2.8,0.6,0.9,0.3,1,0,8,45,260,3,25,10,5,0,61,38,1,2000,-1:-1,hex,show,faster,30,ssim
5938,,--constrained-intra,,,,--weightb,0.5,1.2,1.0,1.6,0.6,0.8,0.7,1,1,6,20,220,4,30,30,5,1,64,28,1,1000,1:1,dia,show,fast,30,grain
5939,--aud,--constrained-intra,,,--slow-firstpass,--weightb,1.5,1.1,1.0,4.2,0.6,0.6,0.3,3,1,6,40,220,3,29,20,5,0,67,48,6,1000,-1:-1,dia,show,veryslow,30,psnr
5940,--aud,--constrained-intra,,,,--no-weightb,1.0,1.2,1.1,0.6,0.3,0.9,0.9,2,0,0,30,250,2,22,40,3,1,62,48,1,2000,-1:-1,umh,crop,ultrafast,40,animation
5941,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--weightb,1.0,1.4,1.2,4.8,0.6,0.8,0.3,0,1,4,15,300,3,23,30,5,3,64,28,3,1000,-1:-1,hex,show,slower,0,grain
5942,--aud,--constrained-intra,,--no-asm,,--no-weightb,1.5,1.3,1.3,4.0,0.6,0.6,0.0,1,1,2,0,250,2,28,50,5,2,64,38,1,1000,1:1,hex,show,faster,40,grain
5943,--aud,,,--no-asm,,--no-weightb,1.5,1.5,1.0,3.8,0.6,0.9,0.1,0,2,10,45,290,4,22,0,3,3,69,38,6,1000,-2:-2,umh,crop,slower,10,psnr
5944,,,,--no-asm,--slow-firstpass,--weightb,2.0,1.1,1.4,2.4,0.4,0.9,0.9,1,2,4,45,300,0,24,10,5,4,67,48,2,1000,-1:-1,dia,crop,superfast,10,psnr
5945,--aud,,,--no-asm,,--weightb,1.0,1.6,1.1,0.2,0.5,0.8,0.1,3,0,6,40,220,1,27,30,5,3,64,38,5,2000,-2:-2,umh,show,superfast,0,ssim
5946,--aud,--constrained-intra,,--no-asm,,--weightb,3.0,1.1,1.0,2.0,0.6,0.9,0.6,2,1,8,30,300,2,20,30,3,1,65,28,2,1000,-2:-2,umh,crop,slower,30,psnr
5947,,--constrained-intra,,--no-asm,,--no-weightb,3.0,1.4,1.0,3.8,0.6,0.7,0.5,2,2,0,50,290,2,22,30,3,2,62,18,1,1000,-1:-1,dia,show,superfast,40,animation
5948,--aud,,,--no-asm,,--no-weightb,0.5,1.3,1.0,0.4,0.6,0.9,0.1,0,1,2,5,270,3,21,50,5,0,69,18,2,1000,-2:-2,umh,show,ultrafast,40,grain
5949,,,,--no-asm,,--no-weightb,2.5,1.0,1.0,5.0,0.2,0.6,0.0,3,1,14,15,270,1,27,30,3,4,62,28,2,2000,-1:-1,dia,crop,ultrafast,40,ssim
5950,,--constrained-intra,,--no-asm,,--weightb,1.0,1.0,1.2,2.6,0.2,0.9,0.4,2,1,0,25,250,0,22,0,5,1,65,48,5,1000,-1:-1,dia,show,placebo,10,animation
5951,--aud,--constrained-intra,,--no-asm,,--no-weightb,3.0,1.3,1.4,2.8,0.3,0.6,0.3,0,0,2,40,250,4,23,20,3,4,62,18,4,2000,-2:-2,hex,crop,faster,40,ssim
5952,,,,--no-asm,--slow-firstpass,--weightb,1.0,1.4,1.4,3.4,0.2,0.8,0.2,3,2,2,25,250,1,26,40,3,1,61,48,3,1000,-2:-2,umh,show,slower,30,animation
5953,--aud,,,--no-asm,,--weightb,0.5,1.3,1.0,2.2,0.5,0.7,0.6,0,1,2,10,280,1,23,30,4,0,67,48,2,2000,1:1,hex,crop,slower,10,ssim
5954,--aud,,,--no-asm,--slow-firstpass,--no-weightb,1.0,1.5,1.1,3.8,0.2,0.7,0.3,0,1,16,10,250,0,24,10,4,1,63,18,4,1000,-1:-1,hex,show,slow,0,grain
5955,,,,--no-asm,--slow-firstpass,--weightb,2.5,1.5,1.3,0.6,0.2,0.9,0.3,1,1,4,0,230,4,26,50,4,0,61,48,5,1000,-1:-1,umh,show,veryslow,0,ssim
5956,--aud,,,--no-asm,--slow-firstpass,--weightb,1.0,1.4,1.1,2.8,0.6,0.6,0.8,0,0,8,40,280,2,22,20,4,0,62,48,2,1000,-1:-1,dia,crop,slow,40,ssim
5957,--aud,--constrained-intra,,--no-asm,,--no-weightb,2.0,1.0,1.1,1.0,0.5,0.6,0.1,3,1,0,30,270,0,29,30,3,3,69,48,2,1000,-2:-2,dia,crop,veryfast,30,psnr
5958,--aud,--constrained-intra,,--no-asm,,--weightb,2.5,1.1,1.1,4.6,0.4,0.9,0.7,1,2,16,25,210,2,30,50,3,1,68,28,2,1000,-2:-2,umh,crop,ultrafast,30,ssim
5959,--aud,,,--no-asm,--slow-firstpass,--weightb,1.5,1.4,1.2,2.4,0.6,0.6,0.1,2,0,2,0,290,4,22,20,4,0,66,18,4,1000,-1:-1,umh,crop,faster,0,psnr
5960,,--constrained-intra,,,,--no-weightb,2.0,1.3,1.1,3.8,0.6,0.7,0.7,2,1,6,20,220,0,23,40,3,3,63,18,4,1000,1:1,dia,crop,medium,30,grain
5961,,,,,,--no-weightb,0.5,1.2,1.2,4.6,0.3,0.8,0.6,1,2,10,15,220,1,27,40,3,0,61,28,2,2000,1:1,umh,crop,veryfast,40,ssim
5962,--aud,,,--no-asm,,--no-weightb,0.0,1.3,1.4,0.8,0.3,0.8,0.7,1,1,10,30,200,4,24,50,5,0,65,18,5,1000,-1:-1,hex,show,medium,0,grain
5963,,--constrained-intra,,--no-asm,,--no-weightb,2.0,1.6,1.0,4.8,0.6,0.6,0.7,0,1,0,5,260,4,22,0,5,1,66,48,5,2000,-2:-2,dia,crop,faster,0,psnr
5964,--aud,,,--no-asm,,--no-weightb,2.0,1.3,1.2,4.2,0.4,0.7,0.9,0,0,14,30,280,3,29,10,4,3,66,18,4,2000,-1:-1,umh,show,veryslow,40,ssim
5965,--aud,,,,,--weightb,2.5,1.4,1.4,4.4,0.5,0.8,0.3,1,2,16,0,290,1,22,20,5,4,63,28,6,1000,-1:-1,hex,show,veryfast,10,ssim
5966,--aud,,,--no-asm,--slow-firstpass,--no-weightb,1.0,1.6,1.0,1.6,0.2,0.6,0.7,0,0,0,30,210,0,27,40,4,4,65,38,2,1000,1:1,umh,show,veryfast,40,grain
5967,,--constrained-intra,,,--slow-firstpass,--weightb,0.0,1.5,1.3,2.2,0.5,0.9,0.3,2,0,0,10,270,2,20,40,3,4,67,48,2,1000,1:1,dia,show,superfast,10,animation
5968,--aud,--constrained-intra,,,,--weightb,2.5,1.3,1.3,3.0,0.6,0.6,0.6,1,1,0,50,280,2,28,10,4,2,62,38,2,2000,-1:-1,hex,crop,superfast,0,ssim
5969,,--constrained-intra,,--no-asm,,--no-weightb,1.0,1.6,1.1,4.2,0.2,0.6,0.2,3,1,0,5,300,2,21,30,5,1,67,38,1,1000,1:1,hex,crop,faster,30,ssim
5970,--aud,--constrained-intra,,--no-asm,,--weightb,1.0,1.1,1.2,4.4,0.5,0.6,0.9,3,1,12,50,280,4,27,0,4,4,63,48,6,2000,-2:-2,umh,show,slow,40,grain
5971,--aud,,,--no-asm,--slow-firstpass,--no-weightb,3.0,1.1,1.4,3.6,0.3,0.9,0.2,0,1,10,45,250,4,24,10,4,0,61,18,2,2000,-2:-2,umh,show,veryfast,40,animation
5972,,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,1.0,1.4,1.1,3.2,0.4,0.9,0.8,0,2,6,35,300,3,29,0,5,0,60,28,1,1000,-2:-2,hex,crop,veryslow,30,ssim
5973,--aud,--constrained-intra,,,--slow-firstpass,--no-weightb,2.0,1.5,1.1,0.2,0.6,0.9,0.5,3,2,12,45,210,1,21,30,4,0,60,18,5,2000,1:1,hex,show,veryslow,10,animation
5974,--aud,--constrained-intra,,--no-asm,,--weightb,2.5,1.2,1.2,3.8,0.2,0.6,0.2,2,0,4,35,290,1,21,50,3,1,63,38,3,1000,1:1,umh,show,slow,40,grain
5975,,,,,--slow-firstpass,--no-weightb,3.0,1.6,1.2,2.0,0.4,0.9,0.8,0,0,16,40,280,3,28,20,5,2,67,28,4,2000,-2:-2,umh,show,faster,40,grain
5976,,--constrained-intra,,,--slow-firstpass,--no-weightb,2.0,1.3,1.2,2.8,0.2,0.6,0.0,2,1,14,30,280,0,22,30,5,3,64,38,4,2000,-2:-2,dia,crop,medium,40,ssim
5977,,,,--no-asm,,--no-weightb,2.0,1.0,1.1,0.6,0.4,0.6,0.2,0,1,6,35,280,4,20,0,3,2,65,28,2,1000,-2:-2,hex,show,veryslow,0,animation
5978,,--constrained-intra,,,--slow-firstpass,--weightb,3.0,1.2,1.1,3.2,0.5,0.7,0.0,0,2,16,25,270,1,29,50,4,3,64,18,4,1000,-1:-1,umh,crop,faster,10,psnr
5979,,,,,--slow-firstpass,--no-weightb,0.0,1.6,1.1,3.8,0.2,0.9,0.5,1,1,16,15,220,3,27,10,4,0,68,18,3,2000,-2:-2,dia,crop,superfast,10,psnr
5980,,--constrained-intra,,,--slow-firstpass,--no-weightb,0.5,1.5,1.3,2.0,0.3,0.8,0.6,0,0,12,0,270,2,22,20,4,4,63,48,3,1000,1:1,dia,show,ultrafast,10,grain
5981,--aud,--constrained-intra,--intra-refresh,--no-asm,--slow-firstpass,--weightb,3.0,1.1,1.2,3.0,0.6,0.8,0.7,1,1,10,30,240,2,26,30,5,3,63,28,1,2000,1:1,umh,crop,slow,0,ssim
5982,,,,,,--no-weightb,1.0,1.5,1.1,1.4,0.6,0.7,0.1,1,0,2,30,230,2,26,30,4,4,61,18,4,1000,1:1,umh,crop,medium,40,grain
5983,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,2.0,1.3,1.3,4.4,0.6,0.6,0.5,0,2,6,30,270,3,23,40,4,2,69,38,4,1000,1:1,dia,show,slow,30,animation
5984,,,,--no-asm,--slow-firstpass,--no-weightb,0.0,1.1,1.2,3.0,0.6,0.8,0.2,0,2,4,15,230,1,20,0,3,2,64,38,2,1000,-1:-1,dia,crop,fast,40,grain
5985,,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,3.0,1.2,1.4,2.4,0.4,0.7,0.8,0,2,12,10,210,2,20,0,3,1,65,38,4,1000,-1:-1,dia,crop,medium,40,animation
5986,,--constrained-intra,,,--slow-firstpass,--weightb,0.5,1.1,1.3,2.6,0.2,0.7,0.3,3,1,14,5,300,2,30,50,5,1,68,48,4,1000,1:1,dia,crop,superfast,0,ssim
5987,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--weightb,0.0,1.0,1.2,0.4,0.2,0.8,0.3,0,1,0,30,220,3,28,20,3,2,69,18,3,1000,-2:-2,hex,show,fast,0,psnr
5988,,,,--no-asm,--slow-firstpass,--no-weightb,0.5,1.3,1.0,3.8,0.6,0.7,0.9,3,1,6,35,290,0,30,20,4,1,67,28,1,1000,-2:-2,hex,show,slower,30,psnr
5989,--aud,--constrained-intra,,--no-asm,,--weightb,2.5,1.1,1.2,2.0,0.5,0.8,0.6,2,2,12,15,220,4,30,10,3,2,68,28,6,1000,-1:-1,hex,show,slower,0,psnr
5990,--aud,--constrained-intra,,--no-asm,,--no-weightb,3.0,1.3,1.3,4.8,0.6,0.7,0.4,1,0,10,35,300,1,23,30,3,1,69,38,3,1000,-1:-1,umh,show,medium,30,psnr
5991,--aud,,,,--slow-firstpass,--weightb,1.0,1.0,1.4,1.6,0.6,0.6,0.4,0,1,12,35,300,0,20,20,3,0,64,28,4,2000,-1:-1,dia,show,fast,40,psnr
5992,,--constrained-intra,,,,--no-weightb,2.5,1.5,1.3,2.0,0.4,0.9,0.4,3,1,10,10,290,4,25,10,5,2,65,48,3,2000,1:1,dia,crop,veryfast,10,animation
5993,,,,,--slow-firstpass,--no-weightb,1.0,1.5,1.2,3.0,0.4,0.7,0.7,1,2,10,45,250,1,27,30,4,2,64,18,5,1000,-2:-2,dia,crop,veryslow,30,ssim
5994,--aud,,,,,--weightb,2.5,1.2,1.0,4.8,0.4,0.7,0.7,2,0,12,35,210,3,30,30,5,1,67,38,2,2000,-2:-2,umh,show,veryfast,30,animation
5995,,--constrained-intra,,,--slow-firstpass,--no-weightb,0.5,1.5,1.2,1.0,0.5,0.9,0.5,1,1,10,20,240,0,23,40,4,3,65,38,6,2000,-1:-1,hex,show,veryslow,10,animation
5996,,,,--no-asm,--slow-firstpass,--weightb,0.5,1.3,1.2,3.2,0.4,0.7,0.9,3,1,14,20,250,3,30,10,5,4,60,18,3,1000,1:1,dia,show,veryslow,30,animation
5997,,--constrained-intra,,,--slow-firstpass,--no-weightb,3.0,1.5,1.2,1.6,0.5,0.6,0.4,2,2,8,40,290,1,21,50,3,0,66,48,5,1000,-1:-1,umh,show,ultrafast,10,grain
5998,,,,,--slow-firstpass,--weightb,1.5,1.6,1.3,3.4,0.2,0.6,0.2,2,0,14,0,280,1,22,0,5,2,65,48,3,2000,1:1,umh,show,veryfast,40,grain
5999,,--constrained-intra,,,--slow-firstpass,--no-weightb,1.5,1.5,1.1,0.4,0.5,0.9,0.9,3,0,12,50,210,2,24,30,4,3,68,38,2,1000,-1:-1,umh,crop,slower,10,grain
6000,,,,--no-asm,--slow-firstpass,--no-weightb,2.0,1.1,1.4,4.0,0.3,0.9,0.8,1,1,2,40,240,0,21,0,5,1,69,18,3,2000,1:1,dia,crop,veryfast,10,grain
6001,,--constrained-intra,,,--slow-firstpass,--no-weightb,3.0,1.1,1.4,2.0,0.3,0.7,0.2,0,2,8,15,230,3,28,50,3,4,61,28,1,2000,-1:-1,hex,show,superfast,40,grain
6002,--aud,,,--no-asm,,--no-weightb,2.5,1.0,1.3,5.0,0.5,0.7,0.1,3,2,12,25,280,4,30,50,5,3,67,28,3,1000,-1:-1,umh,crop,veryfast,40,ssim
6003,--aud,--constrained-intra,,,--slow-firstpass,--no-weightb,2.5,1.1,1.4,3.0,0.5,0.8,0.6,3,1,10,15,230,3,24,50,5,3,63,38,4,1000,1:1,hex,show,veryfast,10,grain
6004,,,,,--slow-firstpass,--weightb,3.0,1.4,1.2,3.6,0.4,0.7,0.8,1,0,2,20,250,4,25,30,5,0,65,28,6,2000,-2:-2,hex,crop,faster,10,psnr
6005,--aud,,,,,--weightb,1.5,1.2,1.4,0.6,0.4,0.6,0.5,0,1,8,30,250,0,27,20,4,3,68,28,3,2000,-1:-1,hex,crop,slower,0,grain
6006,,,,--no-asm,,--no-weightb,2.0,1.4,1.0,2.4,0.4,0.7,0.3,2,2,16,50,250,3,20,10,3,2,66,28,6,1000,-2:-2,dia,show,slower,40,ssim
6007,,--constrained-intra,,,--slow-firstpass,--no-weightb,2.5,1.4,1.4,0.4,0.5,0.7,0.4,1,2,2,45,230,1,29,10,4,1,68,48,5,1000,1:1,hex,show,superfast,0,psnr
6008,,,,--no-asm,,--no-weightb,1.0,1.0,1.4,2.6,0.6,0.8,0.3,2,0,12,20,230,1,27,0,4,2,60,18,2,2000,-2:-2,dia,show,placebo,40,ssim
6009,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,2.0,1.2,1.1,3.8,0.2,0.8,0.7,0,1,0,35,250,0,26,30,4,0,63,28,6,2000,-1:-1,dia,crop,medium,0,psnr
6010,,,,--no-asm,--slow-firstpass,--no-weightb,0.5,1.0,1.4,2.0,0.2,0.7,0.7,0,1,10,50,220,1,30,0,4,0,60,38,2,1000,1:1,umh,crop,placebo,40,animation
6011,,--constrained-intra,,,,--weightb,1.5,1.2,1.1,2.8,0.6,0.6,0.7,2,1,6,40,220,3,26,40,3,1,65,48,2,2000,-1:-1,dia,crop,veryfast,40,grain
6012,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--weightb,2.5,1.0,1.0,3.8,0.6,0.9,0.0,0,1,8,15,260,0,27,0,3,1,65,28,5,2000,-1:-1,umh,show,slow,0,psnr
6013,--aud,,,,--slow-firstpass,--weightb,2.0,1.0,1.4,2.4,0.4,0.9,0.4,3,1,8,10,280,2,20,30,3,0,60,38,1,2000,-2:-2,hex,show,veryslow,30,animation
6014,--aud,,,--no-asm,,--no-weightb,1.0,1.5,1.0,2.0,0.5,0.7,0.4,0,2,4,0,220,4,21,50,3,1,61,48,3,1000,-2:-2,dia,crop,placebo,10,psnr
6015,,,,--no-asm,--slow-firstpass,--weightb,0.5,1.2,1.4,4.0,0.6,0.7,0.6,3,2,14,30,260,2,22,40,5,2,62,18,4,2000,-2:-2,dia,crop,ultrafast,0,grain
6016,,,,,--slow-firstpass,--no-weightb,0.0,1.6,1.2,0.4,0.4,0.9,0.2,3,2,10,15,300,0,27,50,5,0,62,48,1,1000,-2:-2,dia,show,slow,40,animation
6017,--aud,,,--no-asm,--slow-firstpass,--weightb,2.5,1.5,1.1,5.0,0.4,0.6,0.9,2,2,0,5,290,4,28,40,3,0,63,28,4,2000,-2:-2,umh,show,slow,30,ssim
6018,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,0.0,1.3,1.1,4.2,0.4,0.6,0.5,0,0,16,25,290,0,30,20,4,0,64,18,4,1000,-1:-1,dia,show,medium,40,grain
6019,--aud,--constrained-intra,,,,--weightb,0.0,1.4,1.2,3.6,0.6,0.8,0.4,1,0,4,25,300,1,27,30,3,1,64,38,3,1000,-1:-1,hex,show,slow,40,psnr
6020,--aud,--constrained-intra,,,,--no-weightb,1.5,1.6,1.3,0.2,0.6,0.6,0.2,1,0,14,20,290,4,27,30,4,3,62,48,1,2000,1:1,umh,show,faster,40,animation
6021,--aud,,,--no-asm,--slow-firstpass,--weightb,1.5,1.3,1.4,4.4,0.2,0.8,0.3,2,2,2,20,250,3,23,20,4,3,60,38,5,1000,-1:-1,hex,crop,slower,10,ssim
6022,--aud,,,,--slow-firstpass,--no-weightb,3.0,1.6,1.4,0.4,0.3,0.7,0.2,1,2,14,0,270,1,22,0,4,4,61,38,2,2000,-2:-2,umh,crop,ultrafast,40,psnr
6023,,--constrained-intra,,,--slow-firstpass,--no-weightb,1.0,1.1,1.4,3.8,0.6,0.7,0.0,2,1,2,35,230,3,29,50,4,1,62,48,6,2000,-1:-1,dia,crop,ultrafast,40,psnr
6024,,--constrained-intra,,,--slow-firstpass,--no-weightb,0.5,1.5,1.1,1.0,0.6,0.6,0.7,2,0,2,0,250,0,21,30,3,4,69,18,5,2000,-2:-2,dia,crop,slower,0,psnr
6025,,,,--no-asm,--slow-firstpass,--weightb,1.0,1.6,1.1,2.8,0.6,0.9,0.1,2,1,8,45,300,4,20,40,5,4,60,18,4,1000,-1:-1,hex,crop,fast,30,grain
6026,,,,--no-asm,,--weightb,1.5,1.5,1.3,1.4,0.5,0.6,0.0,1,1,14,35,230,3,20,50,3,0,63,18,1,1000,1:1,umh,show,fast,40,psnr
